facility_name,city,state,zip,phone,accepts_medicaid,accepts_medicare,accepts_private_insurance,accepts_self_pay_cash,state_financed_insurance,military_insurance,ihs_tribal_urban_funds,sliding_fee_scale,payment_assistance,affordability_tier
Horizons — Hegira Health Inc,Lincoln Park,MI,48146,313-389-7558,False,False,False,False,False,False,False,True,False,Low Cost
Ascension Eastwood Behavioral Health,Livonia,MI,48152,734-425-4070,False,True,True,True,False,True,False,False,False,Medium Cost
Hegira Health Inc — COPE,Livonia,MI,48150,734-721-0200,False,True,True,False,False,False,False,True,True,Free/No Cost
Hegira Health Inc — Livonia Counseling Center,Livonia,MI,48150,734-744-0170,False,True,True,True,False,True,False,True,False,Low Cost
Starfish Family Services — Livonia,Livonia,MI,48152,248-615-9730,False,False,True,True,False,False,False,True,True,Free/No Cost
West Michigan Community MH,Ludington,MI,49431,231-845-6294,False,True,True,True,True,True,False,True,True,Free/No Cost
Aleda E Lutz VAMC — Cheboygan CBOC,Mackinaw City,MI,49701,231-436-5176,False,False,True,False,False,True,False,False,False,Medium Cost
Ascension Macomb Oakland Hospital — OC Behavioral Health Services,Madison Heights,MI,48071,248-967-7314,False,True,True,True,True,True,False,False,False,Low Cost
Centra Wellness Network,Manistee,MI,49660,877-398-2013,False,True,True,True,True,True,False,False,False,Low Cost
Saint Clair County CMH — CMH South Marine City,Marine City,MI,48039,810-765-5010,False,True,True,True,True,True,False,False,False,Low Cost
Sanford West Behavioral Health Campus,Marne,MI,49435,844-776-9651,False,False,True,True,False,False,False,False,False,Medium Cost
Catholic Social Services of the UP,Marquette,MI,49855,906-227-9118,False,True,True,True,True,False,False,True,False,Low Cost
Pathways Community Mental Health,Marquette,MI,49855,906-225-7210,False,True,True,True,True,True,False,True,True,Free/No Cost
Pathways Community Mental Health — Adult Assertive Community Treatment,Marquette,MI,49855,906-225-7210,False,True,True,True,True,True,False,True,True,Free/No Cost
UP Health Systems — Behavioral Health,Marquette,MI,49855,906-449-1600,False,True,True,True,True,True,False,False,False,Low Cost
Wellspring Lutheran Services — Behavioral Health,Marquette,MI,49855,989-448-8540,False,False,True,True,False,False,False,False,False,Medium Cost
Oaklawn Hospital — Oaklawn Psychiatric Center,Marshall,MI,49068,269-781-4484,False,True,True,True,True,True,False,False,False,Low Cost
Community MH for Central Michigan — Midland County Center,Midland,MI,48642,989-631-2320,False,True,True,True,True,False,False,False,False,Low Cost
Family and Childrens Services,Midland,MI,48640,989-631-5390,False,True,True,True,False,True,False,True,True,Free/No Cost
AuSable Valley Community Mental Health — Authority,Mio,MI,48647,989-826-3208,False,True,False,True,True,True,False,False,False,Low Cost
Promedica Monroe Regional Hospital,Monroe,MI,48162,734-240-5350,False,True,True,True,False,False,False,False,False,Medium Cost
ProMedica Monroe Regional Hospital — Outpatient Behavioral Health,Monroe,MI,48162,734-240-1760,False,True,True,True,True,True,False,False,False,Low Cost
Clinton Counseling Center — Comprehensive Youth Services,Mount Clemens,MI,48043,586-468-2266,False,False,True,True,True,False,False,True,False,Low Cost
Community MH for Central Michigan — Isabella County Branch,Mount Pleasant,MI,48858,989-772-5938,False,True,True,True,True,False,False,False,False,Low Cost
Inspire Counseling and Wellness,Mount Pleasant,MI,48858,989-444-3209,False,True,True,True,True,False,False,True,False,Low Cost
Pathways Community Mental Health — Alger County Office/Munising OP Servs,Munising,MI,49862,906-387-3611,False,True,True,True,True,True,False,True,True,Free/No Cost
Battle Creek VAMC — Muskegon CBOC,Muskegon,MI,49441,231-798-4445,False,True,True,True,False,True,False,False,False,Medium Cost
Great Lakes Recovery Centers Inc — Negaunee Integrated Care Clinic,Negaunee,MI,49866,906-228-9699,False,True,True,True,True,False,False,True,False,Low Cost
Harbor Oaks Hospital,New Baltimore,MI,48047,586-725-5777,False,True,True,True,True,True,False,False,False,Low Cost
Pathways Community Mental Health — Luce County,Newberry,MI,49868,906-225-1181,False,True,True,True,True,True,False,True,True,Free/No Cost
Berrien Mental Health Authority — DBA Riverwood Center,Niles,MI,49120,269-684-4270,False,True,True,True,True,True,False,False,True,Free/No Cost
Ascension Eastwood Behavioral Health,Novi,MI,48377,248-226-3001,False,True,True,True,False,True,False,False,False,Medium Cost
Perspectives Counseling Center — Novi,Novi,MI,48375,248-946-4664,False,True,True,True,False,True,False,False,True,Free/No Cost
HMR Counseling and Behavioral Services — SARF Program number SA0330368,Okemos,MI,48864,517-618-7590,False,False,True,True,True,True,False,True,True,Free/No Cost
Aleda E Lutz VAMC — Oscoda CBOC,Oscoda,MI,48750,989-747-0026,False,False,True,False,False,True,False,False,False,Medium Cost
AuSable Valley Community Mental Health — Authority,Oscoda,MI,48750,989-739-1469,False,True,False,True,True,True,False,False,False,Low Cost
Shiawassee Health and Wellness — Shiawassee County CMHA,Owosso,MI,48867,989-723-6791,False,True,False,True,False,True,False,False,False,Medium Cost
List Psychological Services PLC,Pigeon,MI,48755,989-453-3051,False,True,True,True,False,True,False,True,True,Free/No Cost
Heron Ridge Associated PLC — Plymouth,Plymouth,MI,48170,734-454-3560,False,False,True,True,False,True,False,False,False,Medium Cost
Perspectives Counseling Center,Plymouth,MI,48170,248-688-9071,False,True,True,True,False,True,False,False,False,Medium Cost
Easter Seals Michigan,Pontiac,MI,48340,248-706-3450 x2330,False,True,True,True,False,True,False,False,False,Medium Cost
McLaren Oakland Hospital — Behavioral Health Department,Pontiac,MI,48342,248-338-5000,False,True,True,True,True,False,False,False,False,Low Cost
Oakland Family Services — Substance Abuse Services,Pontiac,MI,48341,248-858-7766,False,True,True,True,True,True,False,False,False,Low Cost
Pine Rest Christian Mental Hlth Servs — Portage Clinic,Portage,MI,49024,269-910-7327,False,True,True,True,False,True,False,False,False,Medium Cost
Catholic Charities of SE Michigan — Saint Clair County Inc/SA Services,Port Huron,MI,48060,810-987-9100 x5074,False,True,True,True,False,True,False,True,False,Low Cost
McLaren Port Huron — Behavioral Health,Port Huron,MI,48060,810-985-2614,False,True,True,True,False,True,False,False,False,Medium Cost
Professional Counseling Center PC,Port Huron,MI,48060,810-984-4202,False,True,True,True,True,True,False,False,False,Low Cost
Saint Clair County Comm MH,Port Huron,MI,48060,810-985-8900,False,True,True,True,True,True,False,False,False,Low Cost
Right Door for Hope Recovery/Wellness,Portland,MI,48875,616-527-1790,False,True,True,True,True,True,False,True,False,Low Cost
InterCare Community Health Network — InterCare Pullman,Pullman,MI,49450,269-427-7937,False,True,True,True,True,True,False,True,True,Free/No Cost
Lincoln Behavioral Services,Redford,MI,48239,313-450-4500,False,True,True,True,True,True,False,False,False,Low Cost
Community MH for Central Michigan — Osceola County Branch,Reed City,MI,49677,231-832-2247,False,True,True,True,True,False,False,False,False,Low Cost
Macomb Family Services Inc,Richmond,MI,48062,586-727-5529,False,True,True,True,True,True,False,True,False,Low Cost
Abaris Behavioral Health,Rochester,MI,48307,248-650-8383,False,True,True,True,False,True,False,False,False,Medium Cost
Macomb Family Services Inc,Romeo,MI,48065,586-226-3440,False,True,True,True,True,True,False,True,False,Low Cost
Aleda E Lutz VAMC — HCC Annex,Saginaw,MI,48603,989-497-2500,False,False,True,False,False,True,False,False,False,Medium Cost
Aleda E Lutz VAMC — Main Facility,Saginaw,MI,48602,989-497-2500,False,False,True,False,False,True,False,False,False,Medium Cost
Catholic Family Service,Saginaw,MI,48602,989-753-8446,False,True,True,True,True,True,False,False,False,Low Cost
List Psychological Services PLC,Saginaw,MI,48604,989-790-3130,False,True,True,True,False,True,False,True,True,Free/No Cost
Saginaw County CMH Authority,Saginaw,MI,48602,989-797-3400,False,True,True,True,True,False,False,False,True,Free/No Cost
Westlund Guidance Clinic,Saginaw,MI,48607,989-793-4790,False,True,True,True,True,False,False,False,True,Free/No Cost
Ascesnion Eastwood Behavioral Health,Saint Clair Shores,MI,48080,586-445-2210,False,True,True,True,False,True,False,False,False,Medium Cost
Life Stance Health,Saint Clair Shores,MI,48080,734-759-0000,False,True,True,True,False,True,False,False,False,Medium Cost
Macomb County CMHC — East,Saint Clair Shores,MI,48081,586-466-6930,False,True,True,True,True,False,False,True,True,Free/No Cost
Pine Rest Christian Mental Hlth Servs — Lakeland Clinic,Saint Joseph,MI,49085,616-258-7500,False,True,True,True,False,True,False,False,False,Medium Cost
Spectrum Health — Lakeland Behavioral Health Unit,Saint Joseph,MI,49085,269-983-8316,False,True,True,True,True,True,False,False,False,Low Cost
List Psychological Services PLC,Sandusky,MI,48471,810-648-0668,False,True,True,True,False,True,False,True,True,Free/No Cost
Ascension Eastwood Behavioral Health,Southfield,MI,48075,248-849-3301,False,True,True,True,False,True,False,False,False,Medium Cost
Easter Seals — Adult Services Southfield,Southfield,MI,48033,248-372-6800,False,True,True,True,False,True,False,False,False,Medium Cost
Easter Seals Michigan — Family Services,Southfield,MI,48033,248-483-7804,False,True,True,True,False,True,False,False,False,Medium Cost
Life Stance Health,Southfield,MI,48034,734-759-0000,False,True,True,True,False,True,False,False,False,Medium Cost
Oakland Psychological Clinic PC — Southfield,Southfield,MI,48076,248-559-5558,False,True,True,True,False,True,False,False,False,Medium Cost
Guidance Center — Building 4,Southgate,MI,48195,734-785-7700,False,True,True,True,False,True,False,False,False,Medium Cost
Guidance Center — Building 5,Southgate,MI,48195,734-785-7700 x7718,False,True,True,True,False,True,False,False,False,Medium Cost
Guidance Center — Kids Talk,Southgate,MI,48195,734-875-7700,False,False,True,True,False,False,False,False,False,Medium Cost
Team Wellness Center — Team Mental Health Services,Southgate,MI,48195,734-324-8326,False,True,True,True,True,True,False,False,False,Low Cost
Lyon Counseling Center,South Lyon,MI,48178,248-573-7417,False,True,True,True,False,True,False,False,False,Medium Cost
Pine Rest Christian Mental Hlth Servs — North Shore Clinic,Spring Lake,MI,49456,616-847-5145,False,True,True,True,False,True,False,False,False,Medium Cost
Senior Life Solutions — Ascension Standish Hospital,Standish,MI,48658,989-846-3542,False,True,True,True,True,True,False,False,False,Low Cost
Montcalm Care Network,Stanton,MI,48888,989-831-7520,False,True,True,True,True,True,False,True,True,Free/No Cost
Sterling Area Health Center — Behavioral Healthcare Services,Sterling,MI,48659,989-654-2491,False,True,True,True,True,True,False,True,False,Low Cost
Macomb County CMHC — MCCMH Assertive Community Treatment,Sterling Heights,MI,48312,586-469-6210,False,True,True,True,True,False,False,True,True,Free/No Cost
Macomb County CMHC — West,Sterling Heights,MI,48312,586-783-8113,False,True,True,True,True,False,False,True,True,Free/No Cost
Perspectives of Troy PC — Sterling Heights,Sterling Heights,MI,48310,586-268-6712,False,True,True,True,False,True,False,False,True,Free/No Cost
AuSable Valley Community Mental Health — Authority,Tawas City,MI,48763,989-362-8636,False,True,False,True,True,True,False,False,False,Low Cost
Guidance Center Adult Behavioral Hlth — Superior Location,Taylor,MI,48180,734-785-7700,False,True,False,True,False,False,False,False,False,Medium Cost
Guidance Center Early Childhood Srvs — Horizon Location,Taylor,MI,48180,734-285-6000,False,False,True,True,False,False,False,False,False,Medium Cost
Hegira Health Inc,Taylor,MI,48180,734-955-3550,False,True,True,True,True,True,False,True,True,Free/No Cost
Behavioral Health of Lenawee,Tecumseh,MI,49286,517-423-3887,False,True,True,True,False,True,False,False,False,Medium Cost
Addiction Treatment Services — Phoenix Hall,Traverse City,MI,49685,231-922-4810,False,False,True,True,False,False,False,True,False,Low Cost
Aleda E Lutz VAMC — Traverse City CBOC,Traverse City,MI,49685,231-932-9720,False,False,True,False,False,True,False,False,False,Medium Cost
Munson Medical Center — Outpatient Behavioral Health,Traverse City,MI,49684,231-935-6382,False,True,True,True,True,True,False,False,False,Low Cost
Northern Lakes Community MH — Administrative Office,Traverse City,MI,49684,231-922-4850,False,True,True,True,True,True,False,True,True,Free/No Cost
Pine Rest Christian Mental Hlth Servs — Traverse City Clinic,Traverse City,MI,49684,231-947-2255 x7024,False,True,True,True,False,True,False,False,False,Medium Cost
Perspective of Troy,Troy,MI,48084,248-244-8644,False,True,True,True,False,True,False,False,True,Free/No Cost
Samaritas — Troy,Troy,MI,48083,883-720-9355,False,False,True,True,False,False,False,False,False,Medium Cost
Gogebic Community MH Authority,Wakefield,MI,49968,906-229-6100,False,True,True,True,True,False,False,False,False,Low Cost
Easter Seals Michigan,Walled Lake,MI,48390,248-313-2900,False,True,True,True,False,True,False,False,False,Medium Cost
Oakland Family Services — Substance Abuse Services,Walled Lake,MI,48390,248-858-7766,False,True,True,True,True,True,False,False,False,Low Cost
Behavioral Center of Michigan — Inpatient,Warren,MI,48092,586-261-2266,False,True,True,True,True,True,False,False,False,Low Cost
AuSable Valley Community Mental Health — Authority,West Branch,MI,48661,989-345-5571,False,True,False,True,True,True,False,False,False,Low Cost
All Well Being Services,Westland,MI,48186,734-629-5000,False,True,True,True,True,True,False,False,True,Free/No Cost
Hawthorn Center,Westland,MI,48186,248-735-3900,False,False,True,False,False,False,False,False,False,Medium Cost
Hegira Health Inc — Adult Outpatient Services,Westland,MI,48185,734-458-4601,False,True,True,True,True,True,False,True,True,Free/No Cost
Hegira Health Inc — Childrens Outpatient Services,Westland,MI,48185,734-367-0469,False,True,True,True,True,False,False,True,True,Free/No Cost
Hegira Health Inc — Hegira Home,Westland,MI,48185,734-427-1144,False,False,False,False,False,False,False,True,False,Low Cost
Hegira Health Inc — Westland Counseling Center,Westland,MI,48185,734-523-8250,False,True,True,True,True,True,False,True,False,Low Cost
Starfish Family Services — Westland,Westland,MI,48185,734-261-1842,False,False,True,True,False,False,False,True,True,Free/No Cost
Newaygo County CMHSP,White Cloud,MI,49349,231-689-7330 x7538,False,True,True,True,True,False,False,False,True,Free/No Cost
Battle Creek VAMC — Wyoming CBOC,Wyoming,MI,49519,616-249-5300,False,True,True,True,False,True,False,False,False,Medium Cost
Pine Rest Christian Mental Hlth Servs — Zeeland Clinic,Zeeland,MI,49464,616-455-5000,False,True,True,True,False,True,False,False,False,Medium Cost
