id,org,street,city,state,zip,context
,,1457739179	4212 Grand Ave	Essentia Health West Duluth Clinic	Duluth,,MN,55807,1457739179	4212 Grand Ave	Essentia Health West Duluth Clinic	Duluth	MN	55807	US	2187863500
,,,,,,1770961401	Unc Hospitals 3031 Old Clinic Building Clb		Chapel Hill	NC	275990001	US	9849748017		9849748020
,,,,,,1477931038	3601 The Vanderbilt Clinic		Nashville	TN	372322358	US	6153223000
,,,,,,1770961336	200 Clinic Dr		Madisonville	KY	424311661	US	2708256691		2708256696
,,,,,,1174901508	3601 The Vanderbilt Clinic		Nashville	TN	372325100	US	6153223000
,,,,,,1437538881	Lahey Clinic 41 Mall Road		Burlington	MA	18050001	US	7817448085
,,,,,,"1295114684	""500 Gypsy Lane 3rd Floor, Dental Clinic""		Youngstown	OH	445011315	US	3308843058		3308845788"
,,,,,,"1295114593	100 Woods Rd	""Behavioral Health Center, Suite N-314""	Valhalla	NY	105951530	US	9144931939		9144931015"
,,1538548771	978 E Hillsdale Blvd	Minute Clinic	San Mateo,,CA,94404,1538548771	978 E Hillsdale Blvd	Minute Clinic	San Mateo	CA	94404	US	8663892727
,,1003295171	1801 Sunset Drive	Internal Medicine Clinic	Columbia,,SC,29203,1003295171	1801 Sunset Drive	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,1831578822	1801 Sunset Drive	Internal Medicine Clinic	Columbia,,SC,29203,1831578822	1801 Sunset Drive	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,1932588928	1801 Sunset Drive	Internal Medicine Clinic	Columbia,,SC,29203,1932588928	1801 Sunset Drive	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1316326952	800 N Main St	UCI Family Health Center	Santa Ana	CA	927013576	US	7144802413
,,,,,,1972982569	3601 The Vanderbilt Clinic Department Of Radiology		Nashville	TN	372323326	US	6153223000
,,,,,,1316326895	3031 Old Clinic Building	CB #7570	Chapel Hill	NC	275990001	US	9849748017
,,,,,,1467832931	301 11th St	UPMC St. Margaret New Kensington Family Health Center	New Kensington	PA	150686179	US	7243343640
,,1790165280	1801 Sunset Drive	Internal Medicine Clinic	Columbia,,SC,29203,1790165280	1801 Sunset Drive	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1427438829	4879 US Highway 68 S	Community Health & Wellness Partners of Logan County	West Liberty	OH	433579525	US	9375991411		9375994128
,,,,,,1134509383	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1922488808	3601 The Vanderbilt Clinic		Nashville	TN	372321009	US	6153223000
,,,,,,1558741363	2929 Health Center Dr		San Diego	CA	921232762	US	8589396561
,,,,,,1558742197	200 Clinic Dr Fl 6		Madisonville	KY	424311661	US	8124777246
,,,,,,1356722680	423 E 23rd St	Dental Clinic	New York	NY	100105011	US	2128687500	7046
,,,,,,1366823643	200 Clinic Dr		Madisonville	KY	424311661	US	2708218874
,,,,,,1699156737	1000 Health Center Dr Ste 101		Mattoon	IL	619384644	US	2172584158		2172582519
,,,,,,1902287956	1000 Health Center Dr		Mattoon	IL	619384644	US	2172584325		2173484290
,,,,,,1609257435	Eastside Health Center Building B	1971 University Avenue	Riverside	CA	925079250	US	9513846200
,,,,,,1639551369	200 Clinic Dr		Madisonville	KY	424311661	US	2708256680
,,,,,,1285016790	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,,,,,1730561903	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,1164804225	1801 West Windsor Road	Christie Clinic	Champaign,,IL,61280,1164804225	1801 West Windsor Road	Christie Clinic	Champaign	IL	61280	US	2173665434		2173668074
,,,,,,1851773881	5003 Old Clinic Building Cb#7550		Chapel Hill	NC	275997550	US	9194456764		9199669746
,,,,,,1104208982	2006 Old Clinic Cb# 7510		Chapel Hill	NC	275992007	US	9199664180
,,,,,,1649653932	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1508249640	1 Blackstone Street 2nd Floor	WIH Breast Health Center	Providence	RI	2905	US	4014537520		4014537529
,"1972986818 Prosser Clinic-Prosser Memorial Health ""336 Chardonnay Ave., Suite A""",,Prosser,WA,99350,"1972986818	Prosser Clinic-Prosser Memorial Health	""336 Chardonnay Ave., Suite A""	Prosser	WA	99350	US	5097861576		5097861574"
,,,,,,1205210150	200 Clinic Dr Fl 6		Madisonville	KY	424311661	US	8124777246		8124777240
,,,,,,1740664499	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,1043694482	33100 Cleveland Clinic Blvd		Avon,,OH,44011,1043694482	33100 Cleveland Clinic Blvd		Avon	OH	44011	US	4406954000
,,,,,,1215311683	1000 Health Center Dr		Mattoon	IL	619384644	US	3096768123		3096768455
,,,,,,1548644511	451 Clarkson Ave	E building dental clinic	Brooklyn	NY	112032054	US	7182454915
,,,,,,1285019091	3601 The Vanderbilt Clinic		Nashville	TN	372324701	US	6153223000
,,,,,,1801271440	1 Clinic Dr		Richlands	VA	246411102	US	2769646771		2769641314
,,,,,,1144605528	775 N Main St	Penobscot Community Health Center	Winterport	ME	4496	US	2072230965
,,1376928457	420 Dewey Street	Carlson GI Clinic	Wisconsin Rapids,,WI,54494,1376928457	420 Dewey Street	Carlson GI Clinic	Wisconsin Rapids	WI	54494	US	7154211001
,,,,,,1609252659	3601 The Vanderbilt Clinic		Nashville	TN	372324239	US	6153223000
,,,,,,1811373632	1053 Clinic Dr		Ivydale	WV	251138266	US	3042864204
,,,,,,1699141259	Shorewell Community Health Center		2987 Vt Route 22A	VT	5770	US	8028977000		8028977718
,"1336515709 ""234 East 149th Street, 5th floor, Room 5-18"" ""Lincoln Medical and Mental Health Center, Dept. OBGYN""",,Bronx,NY,10451,"1336515709	""234 East 149th Street, 5th floor, Room 5-18""	""Lincoln Medical and Mental Health Center, Dept. OBGYN""	Bronx	NY	10451	US	7185794727"
,,1194192476	66150 Kamehameha Hwy	Kaena Kai Clinic	Haleiwa,,HI,96712,1194192476	66150 Kamehameha Hwy	Kaena Kai Clinic	Haleiwa	HI	96712	US	8086378416		8885097985
,,,,,,1326415472	1901 Veterans Memorial Dr	Mental Health Clinic (Building 147)	Temple	TX	765047451	US	2537771948
,,,,,,"1184092272	""2 North Zack Hinton Parkway,""	Minute Clinic	McDonough	GA	302523717	US	9999999999"
,,,,,,1093183592	3601 The Vanderbilt Clinic		Nashville	TN	372322503	US	6153223000
,,,,,,1760850382	3601 The Vanderbilt Clinic		Nashville	TN	372324705	US	6159362000
,,,,,,1992174718	276 International Cir	Family Health Center 2nd Floor Unit H2	San Jose	CA	951191130	US	4083624740
,,1871962639	Mary Brigh 4 D/E	St. Marys Hospital Mayo Clinic Rochester	Rochester,,MN,55902,1871962639	Mary Brigh 4 D/E	St. Marys Hospital Mayo Clinic Rochester	Rochester	MN	55902	US	5072555783
,"1699144386 ""355 Tuolumne Street, MS 20-150"" Integrated Care Clinic - Adult Mental Health",,Vallejo,CA,94590,"1699144386	""355 Tuolumne Street, MS 20-150""	Integrated Care Clinic - Adult Mental Health	Vallejo	CA	94590	US	7074328318		7074481119"
,"1699144386 ""2101 Courage Drive, MS 10-300"" Integrated Care Clinic - Adult Mental Health",,Fairfield,CA,94533,"1699144386	""2101 Courage Drive, MS 10-300""	Integrated Care Clinic - Adult Mental Health	Fairfield	CA	94533	US	7074328318		7074481119"
,,,,,,"1144690777	1200 N State St	""LAC USC Medical Ctr, GME Office, Clinic Tower A7D""	Los Angeles	CA	900331029	US	3232266667		3232266454"
,,,,,,"1255703971	315 W Carpenter St	""1ST FLOOR, CLINIC A""	Springfield	IL	627024901	US	2175458000		2175450548"
,,,,,,1841662905	Marshfield Clinic	1000 N Oak Ave	Marshfield	WI	544495703	US	7153875511
,,,,,,1710359682	200 Clinic Dr		Madisonville	KY	424311661	US	2708218874		2708218883
,,,,,,1447623723	33100 Cleveland Clinic Blvd		Avon	OH	440111390	US	2164447923
,,,,,,"1811361678	1200 N State Street	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234097556"
,,,,,,"1609240944	""Ear, Nose and Throat Clinic""	301 University Blvd	Galveston	TX	775551329	US	4097721011"
,,1275908048	721A Clinic Dr		Tyler,,TX,75701,1275908048	721A Clinic Dr		Tyler	TX	75701	US	9038775030
,,,,,,1588039036	10 Sunnybrook Rd	Clinic B	Raleigh	NC	276101808	US	9192503078
,"1447625850 2729 East Moody Blvd # 103 ""Flager Mental Health Center, Pa""",,Burnell,FL,32110,"1447625850	2729 East Moody Blvd # 103	""Flager Mental Health Center, Pa""	Burnell	FL	32110	US	3862061894"
,,1215392154	1877 Fortune Rd	Osceola Community Health Service	Kissimmee,,FL,34744,1215392154	1877 Fortune Rd	Osceola Community Health Service	Kissimmee	FL	34744	US	4079438600		8334643634
,,,,,,1740646082	Cottage Hospital dba Rowe Health Center	103 Swiftwater Road	Woodsville	NH	3785	US	6034742900		6037472992
,,,,,,"1033575535	1200 N State St.	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234091000"
,,,,,,"1972960862	8901 Wisconsin Ave	""Building 19, 2nd Floor, IM, Lima Clinic""	Bethesda	MD	208890004	US	3012950196"
,,,,,,1265899702	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595867
,,,,,,1265899702	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595867
,,,,,,1265899702	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546596042
,,1841658192	Vumc Vpec Clinic	719 Thompson Lane Ste 21100	Nashville,,TN,37204,1841658192	Vumc Vpec Clinic	719 Thompson Lane Ste 21100	Nashville	TN	37204	US	6153433030
,,,,,,1568820140	1201 Health Center Pkwy		Yukon	OK	730996381	US	4059512277
,,,,,,1790144970	3601 The Vanderbilt Clinic		Nashville	TN	372325240	US	6153223000
,,,,,,1669831509	1000 Health Center Dr Ste 101		Mattoon	IL	619384644	US	2172584158		2172582519
,,,,,,1760841423	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153225000
,,1831559434	495 Old Faithful Medical Clinic		Yellowstone National Park,,NC,82190,1831559434	495 Old Faithful Medical Clinic		Yellowstone National Park	NC	82190	US	3075457325
,,1376903443	UNC Health Care Dental Clinic	101 Manning Drive	Chapel Hill,,NC,27514,1376903443	UNC Health Care Dental Clinic	101 Manning Drive	Chapel Hill	NC	27514	US	9849741485		9849740355
,,,,,,1720448608	Community Health Center 725 E Market St		Akron	OH	443052421	US	3303152626		3303155230
,,,,,,1679934590	33100 Cleveland Clinic Blvd		Avon	OH	440111390	US	4406954000
,,,,,,1972965630	3010 Old Clinic Building Cb #7516		Chapel Hill	NC	275991469	US	9199661601		9199666377
,,,,,,1427410182	3601 The Vanderbilt Clinic		Nashville	TN	372323825	US	6153223000
,,,,,,1689036352	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,1912369513	Kalihi-Palama Health Center 915 N King St.		Honolulu	HI	968171100	US	8088481438
,,,,,,1174985931	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595366
,,,,,,1689036139	1200 NW 23rd Ave	Legacy Clinic Good Samaritan	Portland	OR	972102906	US	5034137074		5034136892
,,,,,,"1205298791	1200 N State St	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3234427903"
,,,,,,1457713901	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,1174985469	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,"1023470309	1200 N State St	""Clinic tower, suite A7D""	Los Angeles	CA	900331029	US	8453237961"
,,,,,,1437511748	40 Duke Medical Circle	Clinic 2J	Durham	NC	277104000	US	9196841817		9194792664
,,,,,,1841652047	3601 The Vanderbilt Clinic		Nashville	TN	372321184	US	6153225000
,,,,,,1497117618	1906 Belleview Ave SE	Carilion Clinic Roanoke Memorial Hospital	Roanoke	VA	240141838	US	5409817000
,,,,,,1801258033	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595488
,,,,,,1184086274	3601 The Vanderbilt Clinic		Nashville	TN	372324500	US	6153223000
,,,,,,1265894380	3601 The Vanderbilt Clinic		Nashville	TN	372324500	US	6153223000
,,1497117519	2950 Cleveland Clinic Blvd		Weston,,FL,33331,1497117519	2950 Cleveland Clinic Blvd		Weston	FL	33331	US	9546595646
,,,,,,"1205298338	1350 S Kings Dr	""Myers Park Clinic Internal Medicine, 3rd Floor""	Charlotte	NC	282072134	US	7044461242		7044461241"
,,,,,,1386006385	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595488
,,,,,,1467814483	3601 The Vanderbilt Clinic		Nashville	TN	372321484	US	6153223000
,,,,,,1164884169	3601 The Vanderbilt Clinic		Nashville	TN	372322364	US	6153223000
,,,,,,1881056885	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546895000
,,1417310350	CSVS Sanborn Clinic	219 N Sanborn Road	Salinas,,CA,93905,1417310350	CSVS Sanborn Clinic	219 N Sanborn Road	Salinas	CA	93905	US	8317571365
,,,,,,1881057271	1200 N State St	Clinic Tower A7D	Los Angeles	CA	900331029	US	3234097148
,,,,,,1457714974	University Health Center	4201 St Antoine Ste 8A & 8B	Detroit	MI	482012153	US	3137454275		3137454468
,,,,,,1366805780	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595000
,,,,,,"1104289495	1200 N State St	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3152726903"
,,1881057073	1906 Belleview Ave	Carilion Clinic Roanoke Memorial Hospital	Roanoke,,VA,24014,1881057073	1906 Belleview Ave	Carilion Clinic Roanoke Memorial Hospital	Roanoke	VA	24014	US	5409817000
,,,,,,"1851754196	1200 N State St	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	9518135765"
,,,,,,1649634775	5003 Old Clinic Building Cb 7550		Chapel Hill	NC	275990001	US	9194456764		9199629795
,,,,,,1558725580	1200 N Elm St	Advanced Heart Failure Clinic	Greensboro	NC	274011004	US	3368629292		3368329293
,,,,,,1073977914	3601 The Vanderbilt Clinic		Nashville	TN	372321480	US	6153223000
,,,,,,"1639533664	1906 Belleview Ave SE	""Carilion Clinic Roanoke Memorial Hospital,""	Roanoke	VA	240141838	US	5409817000"
,,,,,,"1982068789	1200 N State St	""Clinic Tower, Room A7E""	Los Angeles	CA	900331029	US	3234095126"
,,,,,,1568826386	2800 N Vancouver Ave Ste 230	Legacy Clinic Emanuel	Portland	OR	972271668	US	5034134340		5034134898
,,,,,,1164886917	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1326402926	1350 S Kings Dr Fl 3	Myers Park Clinic Internal Medicine	Charlotte	NC	282072134	US	7044461242		7044461241
,,,,,,1285098749	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1952765497	3010 Old Clinic Building Cb#7516		Chapel Hill	NC	275992914	US	9199661601
,,1225492556	Edward Roybal Comprehensive Health Center	245 S Fetterly Avenue	East Los Angeles,,CA,90022,1225492556	Edward Roybal Comprehensive Health Center	245 S Fetterly Avenue	East Los Angeles	CA	90022	US	3233621010
,,,,,,1518321751	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595148
,,,,,,1295189439	3601 The Vanderbilt Clinic		Nashville	TN	372325403	US	6153223000
,,,,,,1932553146	Cleveland Clinic 9500 Euclid Avenue/ Na-23		Cleveland	OH	441950001	US	2164442200		8443139344
,,,,,,1265886303	3801 North Blvd	BRG Family Health Center	Baton Rouge	LA	708063825	US	2253877899
,,,,,,1104270255	24411 Health Center Dr Ste 200		Laguna Hills	CA	926533633	US	9498295500
,,,,,,1538513643	3601 The Vanderbilt Clinic		Nashville	TN	372327632	US	6159362000
,,,,,,1831543834	3601 The Vanderbilt Clinic		Nashville	TN	372320025	US	6159362000
,,,,,,1427402429	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1043664873	3601 The Vanderbilt Clinic		Nashville	TN	372320004	US	6153223000
,,,,,,1972957835	3601 The Vanderbilt Clinic		Nashville	TN	372322730	US	6153225000
,,,,,,1649624420	3601 The Vanderbilt Clinic		Nashville	TN	372329760	US	6153223000
,,,,,,1467806158	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1780038547	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000		9546595425
,,,,,,1306290812	3601 The Vanderbilt Clinic		Nashville	TN	372327237	US	6153223000		6159363412
,,,,,,1629422084	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595817
,,,,,,1851745269	3601The Vanderbilt Clinic		Nashville	TN	372323196	US	6159362000
,,,,,,1104270420	3601 The Vanderbilt Clinic		Nashville	TN	372321929	US	6153223000
,,,,,,1841644168	3601 The Vanderbilt Clinic		Nashville	TN	372322761	US	6153225000
,,,,,,1962857185	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,1982059168	1100 N. State Street	Clinic Tower - A7E (Department of Pathology)	Los Angeles,,CA,90033,1982059168	1100 N. State Street	Clinic Tower - A7E (Department of Pathology)	Los Angeles	CA	90033	US	3234097150
,,,,,,1184079261	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595366
,,,,,,"1215382296	1200 N State St	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	7066188841"
,,1124473111	611 West Park St.	North Clinic East 2	Urbana,,IL,61801,1124473111	611 West Park St.	North Clinic East 2	Urbana	IL	61801	US	2173833311
,,1124473111	611 West Park St.	North Clinic East 2	Urbana,,IL,61801,1124473111	611 West Park St.	North Clinic East 2	Urbana	IL	61801	US	2173833311
,,1811342843	4201 St. Antoine	Suite 2E University Health Center	Detroit,,MI,48201,1811342843	4201 St. Antoine	Suite 2E University Health Center	Detroit	MI	48201	US	3137454832		3137454052
,,,,,,1649625500	24451 Health Center Dr		Laguna Hills	CA	926533689	US	9494527200
,,,,,,1477908218	3601 The Vanderbilt Clinic		Nashville	TN	372329760	US	6153223000
,,,,,,"1760837439	1310 24th Ave S.	""TN Valley Healthcare System: Internal Med Clinic, POD A""	Nashville	TN	372320011	US	6152253700		6158738121"
,,1972958593	1906 Belleview Ave	Carilion Clinic Roanoke Memorial Hospital	Roanoke,,VA,24014,1972958593	1906 Belleview Ave	Carilion Clinic Roanoke Memorial Hospital	Roanoke	VA	24014	US	5409817000
,,,,,,1023463734	1200 N State St	Clinic Tower Suite A7D	Los Angeles	CA	900331029	US	8583952412
,,1629423330	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1629423330	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,"1669827200	1200 N State St	""Clinic Tower, Suite A7D""	Los Angeles	CA	900331029	US	3232265555"
,,,,,,1124473855	3601 The Vanderbilt Clinic		Nashville	TN	372040001	US	6153223000
,"1306291885 ""444 N. Main St., 3rd Floor"" Orthopaedic Clinic",,Akron,OH,44310,"1306291885	""444 N. Main St., 3rd Floor""	Orthopaedic Clinic	Akron	OH	44310	US	3303795986		3303795144"
,,,,,,"1194170647	100 Woods Rd	""Behavioral Health Center, Third Floor, Room N-314""	Valhalla	NY	105951530	US	9144931939		9144931015"
,,1104271618	1906 Belleview Ave	Carilion Clinic Roanoke Memorial Hospital	Roanoke,,VA,24014,1104271618	1906 Belleview Ave	Carilion Clinic Roanoke Memorial Hospital	Roanoke	VA	24014	US	5409817000
,,1194170670	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1194170670	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1972959336	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1497101646	5359 W Fullerton Ave	PCC Salud Family Health Center	Chicago	IL	606391450	US	7738362785		7738367381
,,,,,,1417303694	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1699121897	6420 Clayton Rd	St. Mary's Health Center	Saint Louis	MO	631171811	US	3147688000
,,1609222777	4704 Augusta Road	Good SAmaritan Clinic	Garden City,,GA,31408,1609222777	4704 Augusta Road	Good SAmaritan Clinic	Garden City	GA	31408	US	9129644326
,,,,,,1851747893	1450 Chapel St	SRC Adult Primary Care Clinic	New Haven	CT	65114405	US	2037894044
,,,,,,1366898322	3601 The Vanderbilt Clinic		Nashville	TN	372320006	US	6153225000
,,,,,,1558717587	101 Martin Luther King Dr	Mayo Clinic Health System Mankato Eastridge Clinic	Mankato	MN	560016460	US	5073856500		5073856510
,,,,,,1336595248	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595488
,,,,,,1326494394	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000		9546595622
,,,,,,1083060917	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1083060917	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1063868818	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384960		2172384951
,,,,,,1962858670	3601 The Vanderbilt Clinic		Nashville	TN	372321530	US	6153223000
,,,,,,1740636497	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,"1144677691	1200 N State St	""Clinic tower, Ste A7D""	Los Angeles	CA	900331029	US	3234424830"
