org,street,city,state,zip,affordable,score
, HEALTH SERVICES OF NORTH TEXAS INC 4401 N Interstate 35 UNIT 312 Denton,,TX,76207-3318,False,0
, STEDMAN WADE HEALTH SERVICES INC 7118 Main Street Wade,,NC,28395-9749,False,0
, HEALTH SERVICES KENTUCKY CABINET FOR 275 E Main St Frankfort,,KY,40601-2321,False,0
, SAGINAW COOPERATIVE HOSPITALS INC 1000 Houghton Ave Saginaw,,MI,48602-5391,False,0
, CITY OF DETROIT-HEALTH DEPARTMENT 100 Mack Ave Detroit,,MI,48201-2416,False,0
" HARMONY HEALTH CARE LONG ISLAND ""400 Oak St, Ste 104"" Garden",,City,NY,11530,False,0
, REGIONAL MEDICAL CENTER AT LUBEC INC 43 S Lubec Rd Lubec,,ME,04652-3620,False,0
, WESTERN MARYLAND HEALTH CARE CORPORATION 1027 Memorial Dr Oakland,,MD,21550-4343,False,0
, COMMUNITY ACTION PARTNERSHIP OF WESTERN NEBRASKA 3350 10th St Gering,,NE,69341-1700,False,0
, SCRANTON PRIMARY HEALTH CARE CENTER INC 959 Wyoming Ave Scranton,,PA,18509-3095,False,0
" ""CENTRAL FLORIDA HEALTH CARE, INC.""",47 5th St NW Winter Haven,"INC."" 47 5th St NW Winter Haven",FL,33881-4672,False,0
, GREAT PLAINS TRIBAL LEADERS HEALTH BOARD 2611 Elderberry Blvd Rapid City,,SD,57703-5970,False,0
, RAPIDES PRIMARY HEALTH CARE CENTER INCORPORATED 1217 Willow Glen River Rd Alexandria,,LA,71302-5458,False,0
, UNIVERSITY OF WISCONSIN SYSTEM 3203 N Downer Ave Milwaukee,,WI,53211-3153,False,0
, SU CLINICA FAMILIAR 1706 Treasure Hills Blvd Harlingen,,TX,78550-8911,False,0
, THE GENERAL HOSPITAL CORPORATION 55 Fruit Street Boston,,MA,02114-2696,False,0
, MOUNTAIN COMPREHENSIVE HEALTH CORPORATION 10 E Main St Whitesburg,,KY,41858-7346,False,0
" ""PORTER-STARKE SERVICES, INC.""",601 Wall St Valparaiso,"INC."" 601 Wall St Valparaiso",IN,46383-2512,False,0
, LINCOLN COUNTY PRIMARY CARE CENTER INC 7400 Lynn Ave Hamlin,,WV,25523-1138,False,0
, NORTH COUNTRY FAMILY HEAL 238 Arsenal St Watertown,,NY,13601-2504,False,0
, EAST BAY COMMUNITY ACTION PROGRAM 19 Broadway Newport,,RI,02840-2937,False,0
" ""STAYWELL HEALTH CARE, INC."" ""80 Phoenix Ave, Suite 201""",,Waterbury,CT,06702-1418,False,0
, WAYNE STATE UNIVERSITY 5700 Cass Ave STE 4900 Detroit,,MI,48202-3692,False,0
" GREATER FAMILY HEALTH ""3150 W Higgins Rd, Suite 130"" Hoffman",,Estates,IL,60169-7255,False,0
, CONFEDERATED TRIBES OF COLVILLE RESERVATION 21 Colville St Nespelem,,WA,99155,False,0
, CHESTNUT HEALTH SYSTEMS INC 1003 Martin Luther King Dr Bloomington,,IL,61701-1429,False,0
, EXECUTIVE OFFICE OF THE GOVERNOR OF DELAWARE 417 Federal St Dover,,DE,19901-3635,False,0
, KENTUCKY RIVER COMM CARE INC 115 Rockwood Ln Hazard,,KY,41701,False,0
, East Tennessee State University 1276 Gilbreath Dr Johnson City,,TN,37614-6598,False,0
, MAYO CLINIC ARIZONA 13400 E Shea Blvd Scottsdale,,AZ,85259-5452,False,0
, NEW MEXICO STATE UNIVERSITY 1050 Stewart St Las Cruces,,NM,88003,False,0
" ""SALUD FAMILY HEALTH, INC.""",203 S Rollie Ave Fort Lupton,"INC."" 203 S Rollie Ave Fort Lupton",CO,80621-1508,False,0
, EAST CAROLINA UNIVERSITY 1000 E 5th St Greenville,,NC,27858-2502,False,0
, LAMOILLE HEALTH PARTNERS INC 609 Washington Hwy Morrisville,,VT,05661-8652,False,0
" ""MERCY HEALTH SERVICES, INC.""",143 Southeast Parkway Ct Franklin,"INC."" 143 Southeast Parkway Ct Franklin",TN,37064-3968,False,0
, UNIVERSITY OF ST. THOMAS 2115 Summit Ave Saint Paul,,MN,55105-1095,False,0
, UNIVERSITY SYSTEM OF NEW HAMPSHIRE 17 High St Plymouth,,NH,03264-1595,False,0
, UNIVERSITY OF ALABAMA AT BIRMINGHAM 701 20th St S Birmingham,,AL,35233-,False,0
" OZARK CENTER ""1105 E 32nd St, Suite 2""",,Joplin,MO,64804-2876,False,0
" SHALOM HEALTH CARE CENTER INC ""3400 Lafayette Rd, Ste 200""",,Indianapolis,IN,46222-1147,False,0
, Afya Care and Treatment Services 225 Lauras Cv Starkville,,MS,39759-1070,False,0
, GRACEMED HEALTH CLINIC INC 1150 N Broadway Ave Wichita,,KS,67214-2805,False,0
, NEIGHBORHOOD HEALTH CARE NETWORK 2550 University Ave W Saint Paul,,MN,55114-1052,False,0
, AAA COMPREHENSIVE HEALTHCARE INC. 7451 Lankershim Blvd North Hollywood,,CA,91605-2803,False,0
, AUGSBURG UNIVERSITY 2211 Riverside Ave Minneapolis,,MN,55454,False,0
, OUTREACH HEALTH SERVICES INC 130 N High St Shubuta,,MS,39360,False,0
, MAIKA'I HEALTH CORPORATION 740 Kilauea Ave Hilo,,HI,96720-4234,False,0
" ""Albany Area Primary Health Care, Inc.""",2408 Westgate Dr Albany,"Inc."" 2408 Westgate Dr Albany",GA,31707-2277,False,0
, LUBBOCK REGIONAL MENTAL HEALTH MENTAL RETARDATION CENTER 904 Avenue O Lubbock,,TX,79401-3924,False,0
, VALLEY-WIDE HEALTH SYSTEMS 128 Market St Alamosa,,CO,81101-2290,False,0
, GLENDALE AREA MEDICAL ASSOCIATIONS INC 850 Main St Coalport,,PA,16627,False,0
, THE WELLNESS PLAN 7700 2nd Ave Detroit,,MI,48202-2477,False,0
" PRIMARY HEALTH CARE INC ""1200 University Ave, Ste 200"" Des",,Moines,IA,50314-2355,False,0
, THE RURAL ALLIANCE FOR BETTER FAMILY HEALTH 1137 Independence Dr West Plains,,MO,65775,False,0
, ARKANSAS BEHAVIORAL HEALTH INTEGRATION NETWORK 44 Kingshighway Eureka Springs,,AR,72632-3528,False,0
" ""OCONEE VALLEY HEALTHCARE, INC.""",803 S Main St Greensboro,"INC."" 803 S Main St Greensboro",GA,30642-1211,False,0
" ""BLUEGRASS PRIMARY HEALTH CARE CENTER, INC.""",1306 Versailles Rd STE 120 Lexington,"INC."" 1306 Versailles Rd STE 120 Lexington",KY,40504-1795,False,0
, STRENGTH IN PEERS INC. 9560 S Congress St New Market,,VA,22844-9451,False,0
" MARIN CITY HEALTH AND WELLNESS CENTER ""880 Las Gallinas Ave, Ste 7"" San",,Rafael,CA,94903-3437,False,0
, WISCONSIN PRIMARY HEALTH CARE ASSOCIATION 2810 Crossroads Dr STE 2700 Madison,,WI,53718-7959,False,0
" ""CACTUS HEALTH SERVICES, INC.""",700 N Main St Fort Stockton,"INC."" 700 N Main St Fort Stockton",TX,79735-5626,False,0
" ""COVERED BRIDGE HEALTHCARE OF ST. JOSEPH COUNTY, INC.""",658 E Main St Centreville,"INC."" 658 E Main St Centreville",MI,49032-9627,False,0
" ""COASTAL BEND WELLNESS FOUNDATION, INC.""",2882 Holly Rd Corpus Christi,"INC."" 2882 Holly Rd Corpus Christi",TX,78415-4106,False,0
, THE MICHIGAN PRIMARY CARE ASSOCIATION 7215 Westshire Dr Lansing,,MI,48917-9764,False,0
" ""ALLIANCE MEDICAL CENTER, INC""",1381 University St Healdsburg,"INC"" 1381 University St Healdsburg",CA,95448-3314,False,0
" ""J.C. Lewis Primary Healthcare Center, Inc.""",5 Mall Anx Savannah,"Inc."" 5 Mall Anx Savannah",GA,31406-4738,False,0
, KIAMICHI FAMILY MEDICAL CENTER INC 6026 Battiest Pickens Rd Broken Bow,,OK,74728,False,0
" ""COMMUNITY ACTION OF LARAMIE COUNTY, INC.""",1700 Westland Rd Cheyenne,"INC."" 1700 Westland Rd Cheyenne",WY,82001-3322,False,0
, FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES INC 6001 E Washington Blvd Commerce,,CA,90040-2414,False,0
" ""REGENCE HEALTH NETWORK, INC.""",2801 W 8th St Plainview,"INC."" 2801 W 8th St Plainview",TX,79072-6737,False,0
, THE REGENTS OF THE UNIVERSITY OF COLORADO 1420 Austin Bluffs Pkwy Colorado Springs,,CO,80918-3733,False,0
, LAWRENCE COUNTY HEALTH DEPARTMENT 2101 James St Lawrenceville,,IL,62439-,False,0
" COMMUNITY CARE NETWORK OF KANSAS INC ""700 SW Jackson St, Suite 600""",,Topeka,KS,66603-3786,False,0
" ""Bayou La Batre Area Health Development Board, Inc.""",12701 Padgett Switch Rd Irvington,"Inc."" 12701 Padgett Switch Rd Irvington",AL,36544-4011,False,0
, LA CLINICA DEL PUEBLO COUNTY RD 0324 Tierra Amarilla,,NM,87575,False,0
, ILLINOIS PRIMARY HEALTH CARE ASSOCIATION Wabash Ave STE 200 Springfield,,IL,62704-5374,False,0
, CITY OF MANCHESTER 1528 Elm St Manchester,,NH,03101-1356,False,0
" KOLBE CLINIC LLC ""109 Foothills Pkwy, Ste 113""",,Chelsea,AL,35043-8236,False,0
, ADLER UNIVERSITY 17 North Dearborn Street Chicago,,IL,60602-4310,False,0
" ""THE MOREHOUSE SCHOOL OF MEDICINE, INC.""",720 Westview Dr SW Atlanta,"INC."" 720 Westview Dr SW Atlanta",GA,30310-1495,False,0
, COVENANT COMMUNITY CARE INC 559 W Grand Blvd Detroit,,MI,48216-2200,False,0
, HEALTH PARTNERS OF WESTERN OHIO 329 N West St Lima,,OH,45801-4332,False,0
, NEW YORK CITY HEALTH AND HOSPITALS CORP 79-01 Broadway Elmhurst,,NY,11373-1368,False,0
, NEW ORLEANS CITY HUMAN SVC 1300 Perdido St New Orleans,,LA,70112-2125,False,0
, ELICA HEALTH CTR 155 15th St # A W Sacramento,,CA,95691-3737,False,0
, SWEDISH HEALTH SERVICES 747 Broadway Seattle,,WA,98122-4307,False,0
, VIRGINIA COMMONWEALTH UNIVERSITY 910 W Franklin St Richmond,,VA,23284-9004,False,0
, RITTER CENTER 16 Ritter St San Rafael,,CA,94901-3323,False,0
" WESTSIDE FAMILY HEALTHCARE INC ""300 Water St, Ste 200""",,Wilmington,DE,19801-5043,False,0
" ""SERVE THE PEOPLE, INC"" ""1206 E 17th St, Ste 101"" Santa",,Ana,CA,92701-2641,False,0
, SWLA CENTER FOR HEALTH SERVICES Opelousas St Lake Charles,,LA,70601-2641,False,0
" ""GOSHEN MEDICAL CENTER, INC""",412 SW Center St Faison,"INC"" 412 SW Center St Faison",NC,28341,False,0
" FIRSTMED HEALTH AND WELLNESS CENTER ""8936 Spanish Ridge Ave, Ste 100"" Las",,Vegas,NV,89148-1307,False,0
" ""ALEUTIAN PRIBILOF ISLANDS ASSOCIATION, INC.""",1131 E Intl Airport Rd Anchorage,"INC."" 1131 E Intl Airport Rd Anchorage",AK,99518-1408,False,0
, GREATER MERIDIAN HEALTH CLINIC INC 2701 Davis St Meridian,,MS,39301-5708,False,0
" ""UNITED METHODIST WESTERN KANSAS MEXICAN-AMERICAN MINISTRIES, INC""",712 Saint John St Garden City,"INC"" 712 Saint John St Garden City",KS,67846-5128,False,0
, WHATLEY HEALTH SERVICES INC 2731 Ml King Jr Blvd Tuscaloosa,,AL,35401-5235,False,0
, MQVN COMMUNITY DEVELOPMENT CORPORATION 13085 Chef Menteur Hwy New Orleans,,LA,70129-9998,False,0
, THE WEST OAKLAND HEALTH COUNCIL 700 Adeline St Oakland,,CA,94607-2608,False,0
, BAPTIST MEMORIAL HEALTH CARE CORP 350 N Humphreys Blvd Memphis,,TN,38120-2177,False,0
, Frontera Healthcare Network 105 E San Saba St Menard,,TX,76859-2710,False,0
, NEIGHBORHOOD HEALTH CARE INCORPORATED 4115 Bridge Ave Cleveland,,OH,44113-3398,False,0
" ""CENTERPLACE HEALTH, INC""",1750 17th St Sarasota,"INC"" 1750 17th St Sarasota",FL,34234-8632,False,0
, COLLIER HEALTH SERVICES INC 1454 Madison Ave W Immokalee,,FL,34142-2200,False,0
, YAVAPAI COUNTY GOVERNMENT PRESCOTT 1090 Commerce Drive Prescott,,AZ,86305-3700,False,0
, UNDER 21 460 W 41st St New York,,NY,10036-6801,False,0
" OLE HEALTH ""1141 Pear Tree Ln, Unit 100""",,Napa,CA,94558-6485,False,0
, PAIUTE INDIAN TRIBE OF UTAH 440 N Paiute Dr Cedar City,,UT,84721-6181,False,0
" ""COUNCIL OF ATHABASCAN TRIBAL GOVERNMENTS, INC."" Airport Way Fort",,Yukon,AK,99740,False,0
, THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK W5510 FRANKS MELVILLE MEMORIAL LIBRARY Stony Brook,,NY,11794,False,0
" ""PRESTERA CENTER FOR MENTAL HEALTH SERVICES, INC"" ""99 Cracker Barrel Dr, Suite 100""",,Barboursville,WV,25504-1650,False,0
" INTERNATIONAL PRE-DIABETES CENTER INC. ""14500 Roscoe Blvd, Floor 4"" Panorama",,City,CA,91402-4194,False,0
, NORTHEAST OHIO MEDICAL UNIVERSITY 4209 State Route 44 Rootstown,,OH,44272-9621,False,0
" ""University of Kentucky Research Foundation, The""",500 S Limestone Lexington,"The"" 500 S Limestone Lexington",KY,40506-0004,False,0
" LUTHERAN SOCIAL SERVICES OF CENTRAL OHIO ""1105 Schrock Rd, Ste 100""",,Columbus,OH,43229-1165,False,0
, D'YOUVILLE COLLEGE 320 Porter Ave Buffalo,,NY,14201-1084,False,0
, LAMPREY HEALTH CARE INC 207 S Main St Newmarket,,NH,03857-1835,False,0
, THE WORKPLACE INC 1000 Lafayette Blvd Bridgeport,,CT,06604-4725,False,0
" ""CICATELLI ASSOCIATES, INC.""",505 8th Ave FL 19 New York,"INC."" 505 8th Ave FL 19 New York",NY,10018-4525,False,0
, VALLEY HEALTHCARE SYSTEM INC 1600 Fort Benning Rd Columbus,,GA,31903-2834,False,0
, PUBLIC HEALTH MANAGEMENT CORP 1500 Market St Philadelphia,,PA,19102-2100,False,0
" ""MENTAL HEALTH, MISSISSIPPI DEPARTMENT OF"" ""239 N Lamar St, Ste 1101""",,Jackson,MS,39201-1325,False,0
, CREIGHTON UNIVERSITY 2500 California Plz Omaha,,NE,68178-0133,False,0
" WASHINGTON STATE HOSPITAL ASSOCIATION ""999 3rd Ave, Ste 1400""",,Seattle,WA,98104-4041,False,0
" ""DELTA HEALTH ALLIANCE, INC.""",435 Stoneville Rd Leland,"INC."" 435 Stoneville Rd Leland",MS,38756-9569,False,0
" NORTHEAST OREGON NETWORK "" 3rd St, Ste A"" La",,Grande,OR,97850-2200,False,0
, ARIZONA STATE UNIVERSITY 660 S Mill Ave STE 204 Tempe,,AZ,85281-3668,False,0
, Texas Tech University Health Sciences Center 3601 4th St Lubbock,,TX,79430-0002,False,0
, LA CASA DE SALUD INC 966 Prospect Ave Bronx,,NY,10459-3270,False,0
" ""BOONE MEMORIAL HOSPITAL, INC.""",701 Madison Ave Madison,"INC."" 701 Madison Ave Madison",WV,25130-1669,False,0
" ""HORIZON HEALTH AND WELLNESS, INC.""",625 North Plaza Drive Apache Junction,"INC."" 625 North Plaza Drive Apache Junction",AZ,85120,False,0
, NORTHERN KENTUCKY UNIV Nunn Dr Newport,,KY,41099,False,0
, WESTCHESTER ELLENVILLE INC 10 Healthy Way Ellenville,,NY,12428,False,0
, THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY 1201 W University Dr Edinburg,,TX,78539-2909,False,0
" ""SAINT JOSEPH'S MERCY CARE SERVICES, INC.""",424 Decatur St SE Atlanta,"INC."" 424 Decatur St SE Atlanta",GA,30312-1848,False,0
, EASTERN PLAINS COUNCIL OF GOVERNMENTS 418 N Main St Clovis,,NM,88101-7557,False,0
, UNITED WAY OF DELAWARE INC 625 N Orange St Wilmington,,DE,19801-2296,False,0
, MICHIGAN DEPARTMENT OF LABOR AND ECONOMIC OPPORTUNITY 2501 Woodlake Cir FL 1 Okemos,,MI,48864-5976,False,0
, WILSON COUNTY 2201 Miller Road South Wilson,,NC,27893-6860,False,0
, KITTITAS COUNTY HEALTH NETWORK 107 E Mountain View Ave Ellensburg,,WA,98926-3666,False,0
, ARKANSAS VERDIGRIS VALLEY HEAL 505 S Main St Porter,,OK,74454-1015,False,0
" ""Compassion Health Care, Inc.""",439 Us Highway 158 West Yanceyville,"Inc."" 439 Us Highway 158 West Yanceyville",NC,27379-8304,False,0
, WHITE BIRD CLINIC 341 E 12th Ave Eugene,,OR,97401-3212,False,0
, VAIL CLINIC INC 180 S Frontage Rd W Vail,,CO,81657-5038,False,0
, COLUMBIA RIVER HEALTH 450 Tatone St Boardman,,OR,97818-8076,False,0
, COMMUNITY MEDICINE FOUNDATION IN 1131 Saluda St Rock Hill,,SC,29730-5776,False,0
, CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION INC 3502 W Northside Dr Jackson,,MS,39213-4454,False,0
" ""INLAND BEHAVIORAL AND HEALTH SERVICES, INC.""", N E St San Bernardino,"INC."" N E St San Bernardino",CA,92405-3919,False,0
, YAP STATE DEPARTMENT OF HEALTH SERVICES 148 KENG ST COLONIA,,FM,96943,False,0
" ""PERSON FAMILY MEDICAL CENTER, INCORPORATED""",702 North Main Street Roxboro,"INCORPORATED"" 702 North Main Street Roxboro",NC,27573-4755,False,0
" UNITY CARE NORTHWEST ""1616 Cornwall Ave, Ste 205""",,Bellingham,WA,98225-4642,False,0
, North Hudson Community Action Corporation 800 31st St Union City,,NJ,07087-2428,False,0
, EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CE 450 W Paseo Redondo Tucson,,AZ,85701-8274,False,0
, MIDWESTERN STATE UNIVERSITY 3410 Taft Blvd Wichita Falls,,TX,76308-,False,0
, MISSISSIPPI STATE DEPARTMENT OF HEALTH 570 E Woodrow Wilson Ave Jackson,,MS,39216-4538,False,0
, LORAIN COUNTY HEALTH & DENTISTRY 1205 Broadway Lorain,,OH,44052-3409,False,0
, SAN DIEGO FAMILY CARE 6973 Linda Vista Rd San Diego,,CA,92111-6342,False,0
, CHILDREN'S HOSPITAL LOS ANGELES 4650 West Sunset Boulevard Los Angeles,,CA,90027-6062,False,0
, MCR HEALTH INC 101 Riverfront Blvd Bradenton,,FL,34205-8812,False,0
" ""WAYNESBURG UNIVERSITY, THE""",51 W College St Waynesburg,"THE"" 51 W College St Waynesburg",PA,15370-1258,False,0
, GENESEE HEALTH SYSTEM 1040 W Bristol Rd Flint,,MI,48507-5516,False,0
" ""Rutgers, The State University""",3 Rutgers Plz New Brunswick,"The State University"" 3 Rutgers Plz New Brunswick",NJ,08901-8559,False,0
, JEFFERSON COMPREHENSIVE CARE SYSTEM INC 1101 S Tennessee St Pine Bluff,,AR,71601-5801,False,0
, CLAIBORNE COUNTY FAMILY HEALTH C Highway 61 N Port Gibson,,MS,39150-4262,False,0
, HENNEPIN COUNTY 300 S 6th St Minneapolis,,MN,55487-0999,False,0
, DOWNRIVER COMMUNITY SERVICES INC 555 Saint Clair River Dr Algonac,,MI,48001-1802,False,0
, WASHINGTON PARISH RAPE CRISIS CENTER 216 Memphis St Bogalusa,,LA,70427-3844,False,0
, NEW YORK UNIVERSITY 550 1st Ave New York,,NY,10016-6497,False,0
" ""NEIGHBORHOOD HEALTH CARE OF WNY, INC.""",155 Lawn Ave Buffalo,"INC."" 155 Lawn Ave Buffalo",NY,14207-1899,False,0
, UPMC CENTER FOR HIGH-VALUE HEALTH CARE 200 Lothrop St Pittsburgh,,PA,15213-2582,False,0
, BREAD FOR THE CITY INC 1525 7th St Nw Washington,,DC,20001-3201,False,0
" ""PRIMARY CARE MEDICAL SERVICES OF POINCIANA, INC.""",1503 Bill Beck Blvd Kissimmee,"INC."" 1503 Bill Beck Blvd Kissimmee",FL,34744-9516,False,0
, SOUTHEAST MRHI 5488 U S Highway 49 Hattiesburg,,MS,39401-7806,False,0
" ""EASTPORT HEALTH CARE, INC.""",30 Boynton St Eastport,"INC."" 30 Boynton St Eastport",ME,04631-1397,False,0
, ADENA HEALTH SYSTEM 272 Hospital Rd Chillicothe,,OH,45601-9031,False,0
" ""HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC. (""""H.E.A.L.,INC."""")"" ""3915 Cascade Rd SW, Ste 340""",,Atlanta,GA,30331-8519,False,0
, CRUSADERS CENTRAL CLINIC ASSOCIATION 1200 W State St Rockford,,IL,61102-2112,False,0
" ""FIRST CARE CLINIC, INC."" ""105 W 13th St, #5""",,Hays,KS,67601-3613,False,0
" ""BLAND COUNTY MEDICAL CLINIC, INC.""",12301 Grapefield Rd Bastian,"INC."" 12301 Grapefield Rd Bastian",VA,24314-4547,False,0
, COUNTY OF SANTA CLARA 70 W Hedding St San Jose,,CA,95110-1705,False,0
" ""SMA HEALTHCARE, INC""",150 Magnolia Ave Daytona Beach,"INC"" 150 Magnolia Ave Daytona Beach",FL,32114-4304,False,0
, IRONTON AND LAWRENCE COUNTY AREA COMMUNITY ACTION ORGANIZATION 305 N 5th St Ironton,,OH,45638-1578,False,0
, MERIDIAN HEALTH SERVICES CORP. 240 N Tillotson Ave Muncie,,IN,47304-3988,False,0
" ""EXCELTH, INCORPORATED"" ""1515 Poydras St, Ste 1070"" New",,Orleans,LA,70112-4520,False,0
, COLUMBIA BASIN HEALTH ASSOCIATION 1515 E Columbia St Othello,,WA,99344-1846,False,0
" HEALTHSOURCE OF OHIO INC ""424 Wards Corner Rd, Suite 200""",,Loveland,OH,45140-6966,False,0
, WEST CALDWELL HEALTH COUNCIL INC 4329 Collettsville Road Collettsville,,NC,28611-9000,False,0
" ""Dothouse Health, Inc""",1353 Dorchester Avenue Dorchester,"Inc"" 1353 Dorchester Avenue Dorchester",MA,02122-2987,False,0
, Equity Health 229 7th St San Francisco,,CA,94103-4003,False,0
, SERVICIOS DE SALUD PRIMARIOS DE BARCELONETA INC 2-57 Bo Cruce Davila # 8 Barceloneta,,PR,00617-3217,False,0
, CENTRAL OKLAHOMA FAMILY MEDICAL CENTER INC 527 W 3rd St Konawa,,OK,74849-1415,False,0
, NORTON SOUND HEALTH CORP 1000 Greg Kruscheck Ave Nome,,AK,99762,False,0
, COUNTY OF INGHAM 5303 S Cedar St Lansing,,MI,48911-3800,False,0
" ""ST. JOHNS RIVER RURAL HEALTH NETWORK, INC.""",1541 S 14th St Fernandina Beach,"INC."" 1541 S 14th St Fernandina Beach",FL,32034-3049,False,0
, COUNTY OF KNOX 11660 Upper Gilchrist Rd Mount Vernon,,OH,43050-9084,False,0
, HAWAII STATE RURAL HEALTH ASSOCIATION 140 Rainbow Dr Hilo,,HI,96720-,False,0
, FAMILY FIRST HEALTH CORPORATION 116 S George St York,,PA,17401-1474,False,0
" ""KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CENTER"" ""3727 W 6th St, Ste 210"" Los",,Angeles,CA,90020-5108,False,0
, Coalition for the Common Good 40 Avon St Keene,,NH,03431-3516,False,0
, Heartland Alliance Health 4730 N Winthrop Ave Chicago,,IL,60640-5034,False,0
, ASIAN SERVICES IN ACTION INC 370 E Market St Akron,,OH,44304-1526,False,0
, PONCA TRIBE OF NEBRASKA 2523 Woodbine St Niobrara,,NE,68760-6111,False,0
, RICHLAND MEDICAL CENTER INC. 304 W Washington Ave Richland,,MO,65556-7101,False,0
" ""SOUTH CENTRAL PRIMARY CARE CENTER, INC.""",204 E 4th St Ocilla,"INC."" 204 E 4th St Ocilla",GA,31774-1539,False,0
, WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION 886 Chestnut Ridge Rd Morgantown,,WV,26505-2742,False,0
, BENEVOLENCE INDUSTRIES INC 3533 W Pico Blvd Los Angeles,,CA,90019-4534,False,0
, LIPSCOMB UNIVERSITY 1 University Park Dr Nashville,,TN,37204-3956,False,0
" ""VARIETY CARE, INC.""",3000 N Grand Blvd Oklahoma City,"INC."" 3000 N Grand Blvd Oklahoma City",OK,73107-1818,False,0
, CARE NET OF LANCASTER 212 E Marion St Kershaw,,SC,29067-1442,False,0
, TRI-COUNTY COMMUNITY ACTION AGENCY 1126 Hartford Ave Johnston,,RI,02919-7130,False,0
" ""ALAMEDA, COUNTY OF"" ""1404 Franklin St, Suite 200""",,Oakland,CA,94612-3208,False,0
, MAURY REGIONAL HOSPITAL 1224 Trotwood Ave Columbia,,TN,38401-4802,False,0
, MID-DELTA HEALTH SYSTEMS INC 245 Madison St Clarendon,,AR,72029-2706,False,0
" ""Heartland Medical Clinic, Inc.""",1312 W 6th St Lawrence,"Inc."" 1312 W 6th St Lawrence",KS,66044-2219,False,0
" ""STO-ROX NEIGHBORHOOD HEALTH COUNCIL, INC.""",710 Thompson Ave Mc Kees Rocks,"INC."" 710 Thompson Ave Mc Kees Rocks",PA,15136-3808,False,0
, NEIGHBORHEALTH CORPORATION 10 Gove Street East Boston,,MA,02128-,False,0
" ""UPHAMS CORNER HEALTH COMMITTEE, INC.""",500 Columbia Road Dorchester,"INC."" 500 Columbia Road Dorchester",MA,02125-2389,False,0
, NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES 4150 Technology Way Carson City,,NV,89706-,False,0
" ""Family Health Care Clinic, Inc.""",4635 Highway 80 E Pearl,"Inc."" 4635 Highway 80 E Pearl",MS,39208-4226,False,0
, CIRCLE THE CITY 300 West Clarendon Avenue Phoenix,,AZ,85013-3420,False,0
, DAP HEALTH INC 1695 N Sunrise Way Palm Springs,,CA,92262-3701,False,0
" ""Family Health Services of Darke County, Inc.""",5735 Meeker Rd Greenville,"Inc."" 5735 Meeker Rd Greenville",OH,45331-1186,False,0
, ST. MARY'S COMMUNITY HOSPITAL 1301 Grundman Blvd Nebraska City,,NE,68410-3319,False,0
, MISSOURI DEPARTMENT OF HEALTH & SENIOR SERVICES 920 Wildwood Dr Jefferson City,,MO,65109-5796,False,0
, MIDMICHIGAN HEALTH SERVICES 9249 W Lake City Rd Houghton Lake,,MI,48629-9602,False,0
" ""WESTCARE KENTUCKY, INC.""",10057 Elkhorn Crk Ashcamp,"INC."" 10057 Elkhorn Crk Ashcamp",KY,41512,False,0
, GENEHIS HEALTH CARE INC 201 Cashua St Darlington,,SC,29532-3301,False,0
" ""Aizer Health, Inc.""",49 Forest Rd Monroe,"Inc."" 49 Forest Rd Monroe",NY,10950-2923,False,0
" ""Mobile Medical Care, Inc.""",12320 Parklawn Dr Rockville,"Inc."" 12320 Parklawn Dr Rockville",MD,20852-1726,False,0
, ISLANDS COMMUNITY MEDICAL SERVICES INC 15 Medical Center Loop Vinalhaven,,ME,04863-4119,False,0
, NORTHEAST VALLEY HEALTH CORPORATION 1172 N Maclay Ave San Fernando,,CA,91340-1328,False,0
" ""CABIN CREEK HEALTH SYSTEMS, INC.""",104 Alex Ln Charleston,"INC."" 104 Alex Ln Charleston",WV,25304-2952,False,0
